,img_name,L1loss_recovery
0,256.jpg,0.012219510041177273
1,241.jpg,0.01838936284184456
2,177.jpg,0.013004394248127937
3,128.jpg,0.01153634674847126
4,218.jpg,0.014535178430378437
5,152.jpg,0.011575446464121342
6,134.jpg,0.01646856963634491
7,238.jpg,0.014924241229891777
8,221.jpg,0.019609037786722183
9,174.jpg,0.01157408393919468
